"Severity","ThreadID","Date","Time","Application","Message"
"ERROR","web-0","06/04/2011","13:22:52","mail spooler","Exception reading response;
  nested exception is:
	javax.net.ssl.SSLException: Connection has been shutdown: javax.net.ssl.SSLException: Unrecognized SSL message, plaintext connection?"
"ERROR","web-0","06/04/2011","13:23:11","mail spooler","Exception reading response;
  nested exception is:
	javax.net.ssl.SSLException: Connection has been shutdown: javax.net.ssl.SSLException: Unrecognized SSL message, plaintext connection?"
"ERROR","web-0","06/04/2011","13:23:52","mail spooler","Exception reading response;
  nested exception is:
	javax.net.ssl.SSLException: Connection has been shutdown: javax.net.ssl.SSLException: Unrecognized SSL message, plaintext connection?"
"ERROR","web-0","06/04/2011","13:24:11","mail spooler","Exception reading response;
  nested exception is:
	javax.net.ssl.SSLException: Connection has been shutdown: javax.net.ssl.SSLException: Unrecognized SSL message, plaintext connection?"
"ERROR","web-0","06/04/2011","13:24:52","mail spooler","Exception reading response;
  nested exception is:
	javax.net.ssl.SSLException: Connection has been shutdown: javax.net.ssl.SSLException: Unrecognized SSL message, plaintext connection?"
"ERROR","web-0","06/04/2011","13:25:11","mail spooler","Exception reading response;
  nested exception is:
	javax.net.ssl.SSLException: Connection has been shutdown: javax.net.ssl.SSLException: Unrecognized SSL message, plaintext connection?"
"ERROR","web-0","06/04/2011","13:25:38","mail spooler","Exception reading response;
  nested exception is:
	javax.net.ssl.SSLException: Connection has been shutdown: javax.net.ssl.SSLException: Unrecognized SSL message, plaintext connection?"
"ERROR","web-0","06/04/2011","13:25:48","mail spooler","Exception reading response;
  nested exception is:
	javax.net.ssl.SSLException: Connection has been shutdown: javax.net.ssl.SSLException: Unrecognized SSL message, plaintext connection?"
"ERROR","web-0","06/04/2011","13:26:11","mail spooler","Exception reading response;
  nested exception is:
	javax.net.ssl.SSLException: Connection has been shutdown: javax.net.ssl.SSLException: Unrecognized SSL message, plaintext connection?"
"ERROR","web-0","06/04/2011","13:26:48","mail spooler","Exception reading response;
  nested exception is:
	javax.net.ssl.SSLException: Connection has been shutdown: javax.net.ssl.SSLException: Unrecognized SSL message, plaintext connection?"
"ERROR","web-0","06/04/2011","13:27:11","mail spooler","Exception reading response;
  nested exception is:
	javax.net.ssl.SSLException: Connection has been shutdown: javax.net.ssl.SSLException: Unrecognized SSL message, plaintext connection?"
"ERROR","web-0","06/04/2011","13:27:48","mail spooler","Exception reading response;
  nested exception is:
	javax.net.ssl.SSLException: Connection has been shutdown: javax.net.ssl.SSLException: Unrecognized SSL message, plaintext connection?"
"ERROR","web-0","06/04/2011","13:28:48","mail spooler","Exception reading response;
  nested exception is:
	javax.net.ssl.SSLException: Connection has been shutdown: javax.net.ssl.SSLException: Unrecognized SSL message, plaintext connection?"
"ERROR","web-0","06/04/2011","13:29:48","mail spooler","Exception reading response;
  nested exception is:
	javax.net.ssl.SSLException: Connection has been shutdown: javax.net.ssl.SSLException: Unrecognized SSL message, plaintext connection?"
"ERROR","web-0","06/04/2011","13:30:03","mail spooler","Exception reading response;
  nested exception is:
	javax.net.ssl.SSLException: Unrecognized SSL message, plaintext connection?"
"ERROR","web-0","06/04/2011","13:30:13","mail spooler","Exception reading response;
  nested exception is:
	javax.net.ssl.SSLException: Connection has been shutdown: javax.net.ssl.SSLException: Unrecognized SSL message, plaintext connection?"
"ERROR","web-0","06/04/2011","13:30:48","mail spooler","Exception reading response;
  nested exception is:
	javax.net.ssl.SSLException: Connection has been shutdown: javax.net.ssl.SSLException: Unrecognized SSL message, plaintext connection?"
"ERROR","web-0","06/04/2011","13:30:57","mail spooler","Exception reading response;
  nested exception is:
	javax.net.ssl.SSLException: Connection has been shutdown: javax.net.ssl.SSLException: Unrecognized SSL message, plaintext connection?"
"ERROR","web-0","06/04/2011","13:31:07","mail spooler","Exception reading response;
  nested exception is:
	javax.net.ssl.SSLException: Connection has been shutdown: javax.net.ssl.SSLException: Unrecognized SSL message, plaintext connection?"
"ERROR","web-0","06/04/2011","13:31:13","mail spooler","Exception reading response;
  nested exception is:
	javax.net.ssl.SSLException: Connection has been shutdown: javax.net.ssl.SSLException: Unrecognized SSL message, plaintext connection?"
"ERROR","web-0","06/04/2011","13:32:08","mail spooler","Exception reading response;
  nested exception is:
	javax.net.ssl.SSLException: Connection has been shutdown: javax.net.ssl.SSLException: Unrecognized SSL message, plaintext connection?"
"ERROR","web-0","06/04/2011","13:32:13","mail spooler","Exception reading response;
  nested exception is:
	javax.net.ssl.SSLException: Connection has been shutdown: javax.net.ssl.SSLException: Unrecognized SSL message, plaintext connection?"
"ERROR","web-0","06/04/2011","13:33:08","mail spooler","Exception reading response;
  nested exception is:
	javax.net.ssl.SSLException: Connection has been shutdown: javax.net.ssl.SSLException: Unrecognized SSL message, plaintext connection?"
"ERROR","web-0","06/04/2011","13:33:13","mail spooler","Exception reading response;
  nested exception is:
	javax.net.ssl.SSLException: Connection has been shutdown: javax.net.ssl.SSLException: Unrecognized SSL message, plaintext connection?"
"ERROR","web-0","06/04/2011","13:34:08","mail spooler","Exception reading response;
  nested exception is:
	javax.net.ssl.SSLException: Connection has been shutdown: javax.net.ssl.SSLException: Unrecognized SSL message, plaintext connection?"
"ERROR","web-0","06/04/2011","13:34:13","mail spooler","Exception reading response;
  nested exception is:
	javax.net.ssl.SSLException: Connection has been shutdown: javax.net.ssl.SSLException: Unrecognized SSL message, plaintext connection?"
"ERROR","web-0","06/04/2011","13:35:08","mail spooler","Exception reading response;
  nested exception is:
	javax.net.ssl.SSLException: Connection has been shutdown: javax.net.ssl.SSLException: Unrecognized SSL message, plaintext connection?"
"ERROR","web-0","06/04/2011","13:35:13","mail spooler","Exception reading response;
  nested exception is:
	javax.net.ssl.SSLException: Connection has been shutdown: javax.net.ssl.SSLException: Unrecognized SSL message, plaintext connection?"
"ERROR","web-0","06/04/2011","13:36:08","mail spooler","Exception reading response;
  nested exception is:
	javax.net.ssl.SSLException: Connection has been shutdown: javax.net.ssl.SSLException: Unrecognized SSL message, plaintext connection?"
"INFO","web-0","06/04/2011","13:41:47","mail","send mail"
"INFO","web-0","06/04/2011","13:43:03","mail","send mail"
"INFO","web-0","06/04/2011","14:19:45","mail","send mail"
"INFO","web-0","06/04/2011","14:24:53","mail","send mail"
"INFO","web-0","06/04/2011","14:27:12","mail","send mail"
"INFO","web-0","06/04/2011","14:30:49","mail","send mail"
"INFO","web-0","06/04/2011","14:35:14","mail","send mail"
"INFO","web-0","06/04/2011","14:36:09","mail","send mail"
"ERROR","web-0","06/04/2011","15:10:37","mail spooler","Exception reading response;
  nested exception is:
	javax.net.ssl.SSLException: Unrecognized SSL message, plaintext connection?"
"ERROR","web-0","06/04/2011","15:10:47","mail spooler","Exception reading response;
  nested exception is:
	javax.net.ssl.SSLException: Connection has been shutdown: javax.net.ssl.SSLException: Unrecognized SSL message, plaintext connection?"
"ERROR","web-0","06/04/2011","15:11:47","mail spooler","Exception reading response;
  nested exception is:
	javax.net.ssl.SSLException: Connection has been shutdown: javax.net.ssl.SSLException: Unrecognized SSL message, plaintext connection?"
"ERROR","web-0","06/04/2011","15:12:47","mail spooler","Exception reading response;
  nested exception is:
	javax.net.ssl.SSLException: Connection has been shutdown: javax.net.ssl.SSLException: Unrecognized SSL message, plaintext connection?"
"ERROR","web-0","06/04/2011","15:13:47","mail spooler","Exception reading response;
  nested exception is:
	javax.net.ssl.SSLException: Connection has been shutdown: javax.net.ssl.SSLException: Unrecognized SSL message, plaintext connection?"
"ERROR","web-0","06/04/2011","15:14:47","mail spooler","Exception reading response;
  nested exception is:
	javax.net.ssl.SSLException: Connection has been shutdown: javax.net.ssl.SSLException: Unrecognized SSL message, plaintext connection?"
"INFO","web-0","06/04/2011","15:49:33","mail","send mail"
"INFO","web-0","06/04/2011","15:51:01","mail","send mail"
"INFO","web-0","06/04/2011","16:15:49","mail","send mail"
"INFO","web-0","06/28/2011","09:12:27","mail","send mail"
"INFO","web-0","06/28/2011","10:42:58","mail","send mail"
"INFO","web-0","06/28/2011","10:43:07","mail","send mail"
"INFO","web-0","06/28/2011","14:23:56","mail","send mail"
"INFO","web-0","06/28/2011","14:25:20","mail","send mail"
"INFO","web-0","06/29/2011","13:15:39","mail","send mail"
"INFO","web-0","06/29/2011","13:15:55","mail","send mail"
"INFO","web-0","06/29/2011","13:24:15","mail","send mail"
"ERROR","web-0","07/08/2011","11:19:26","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","11:19:56","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","11:20:26","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","11:20:56","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","11:21:26","mail spooler","Could not connect to SMTP host: mail.prodriver-online.com, port: 25;
  nested exception is:
	java.net.ConnectException: connection to mail.prodriver-online.com timed out"
"ERROR","web-0","07/08/2011","11:21:56","mail spooler","Could not connect to SMTP host: mail.prodriver-online.com, port: 25;
  nested exception is:
	java.net.ConnectException: connection to mail.prodriver-online.com timed out"
"ERROR","web-0","07/08/2011","11:22:26","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","11:22:56","mail spooler","Could not connect to SMTP host: mail.prodriver-online.com, port: 25;
  nested exception is:
	java.net.ConnectException: connection to mail.prodriver-online.com timed out"
"ERROR","web-0","07/08/2011","11:23:26","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","11:23:56","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","11:24:26","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","11:24:56","mail spooler","Could not connect to SMTP host: mail.prodriver-online.com, port: 25;
  nested exception is:
	java.net.ConnectException: connection to mail.prodriver-online.com timed out"
"ERROR","web-0","07/08/2011","11:25:26","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","11:25:56","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","11:26:26","mail spooler","Could not connect to SMTP host: mail.prodriver-online.com, port: 25;
  nested exception is:
	java.net.ConnectException: connection to mail.prodriver-online.com timed out"
"ERROR","web-0","07/08/2011","11:26:56","mail spooler","Could not connect to SMTP host: mail.prodriver-online.com, port: 25;
  nested exception is:
	java.net.ConnectException: connection to mail.prodriver-online.com timed out"
"ERROR","web-0","07/08/2011","11:27:26","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","11:27:56","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","11:28:26","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","11:28:56","mail spooler","Could not connect to SMTP host: mail.prodriver-online.com, port: 25;
  nested exception is:
	java.net.ConnectException: connection to mail.prodriver-online.com timed out"
"ERROR","web-0","07/08/2011","11:29:26","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","11:29:56","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","11:30:26","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","11:30:56","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","11:31:26","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","11:31:56","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","11:32:26","mail spooler","Could not connect to SMTP host: mail.prodriver-online.com, port: 25;
  nested exception is:
	java.net.ConnectException: connection to mail.prodriver-online.com timed out"
"ERROR","web-0","07/08/2011","11:32:56","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","11:33:26","mail spooler","Could not connect to SMTP host: mail.prodriver-online.com, port: 25;
  nested exception is:
	java.net.ConnectException: connection to mail.prodriver-online.com timed out"
"ERROR","web-0","07/08/2011","11:33:56","mail spooler","Could not connect to SMTP host: mail.prodriver-online.com, port: 25;
  nested exception is:
	java.net.ConnectException: connection to mail.prodriver-online.com timed out"
"ERROR","web-0","07/08/2011","11:34:26","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","11:34:56","mail spooler","Could not connect to SMTP host: mail.prodriver-online.com, port: 25;
  nested exception is:
	java.net.ConnectException: connection to mail.prodriver-online.com timed out"
"ERROR","web-0","07/08/2011","11:35:26","mail spooler","Could not connect to SMTP host: mail.prodriver-online.com, port: 25;
  nested exception is:
	java.net.ConnectException: connection to mail.prodriver-online.com timed out"
"ERROR","web-0","07/08/2011","11:35:56","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","11:36:26","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","11:36:56","mail spooler","Could not connect to SMTP host: mail.prodriver-online.com, port: 25;
  nested exception is:
	java.net.ConnectException: connection to mail.prodriver-online.com timed out"
"ERROR","web-0","07/08/2011","11:37:26","mail spooler","Could not connect to SMTP host: mail.prodriver-online.com, port: 25;
  nested exception is:
	java.net.ConnectException: connection to mail.prodriver-online.com timed out"
"ERROR","web-0","07/08/2011","11:37:56","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","11:38:26","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","11:38:56","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","11:39:26","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","11:39:56","mail spooler","Could not connect to SMTP host: mail.prodriver-online.com, port: 25;
  nested exception is:
	java.net.ConnectException: connection to mail.prodriver-online.com timed out"
"ERROR","web-0","07/08/2011","11:40:26","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","11:40:56","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","11:41:26","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","11:41:56","mail spooler","Could not connect to SMTP host: mail.prodriver-online.com, port: 25;
  nested exception is:
	java.net.ConnectException: connection to mail.prodriver-online.com timed out"
"ERROR","web-0","07/08/2011","11:42:26","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","11:42:56","mail spooler","Could not connect to SMTP host: mail.prodriver-online.com, port: 25;
  nested exception is:
	java.net.ConnectException: connection to mail.prodriver-online.com timed out"
"ERROR","web-0","07/08/2011","11:43:26","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","12:32:26","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","12:36:56","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","12:38:26","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","12:40:26","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","12:42:56","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","12:43:26","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","12:43:57","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","13:32:56","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","13:37:26","mail spooler","Could not connect to SMTP host: mail.prodriver-online.com, port: 25;
  nested exception is:
	java.net.ConnectException: connection to mail.prodriver-online.com timed out"
"ERROR","web-0","07/08/2011","13:38:56","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","13:40:57","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","13:43:27","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","13:43:57","mail spooler","Could not connect to SMTP host: mail.prodriver-online.com, port: 25;
  nested exception is:
	java.net.ConnectException: connection to mail.prodriver-online.com timed out"
"ERROR","web-0","07/08/2011","13:44:27","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","14:33:26","mail spooler","Could not connect to SMTP host: mail.prodriver-online.com, port: 25;
  nested exception is:
	java.net.ConnectException: connection to mail.prodriver-online.com timed out"
"ERROR","web-0","07/08/2011","14:37:56","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","14:39:26","mail spooler","Could not connect to SMTP host: mail.prodriver-online.com, port: 25;
  nested exception is:
	java.net.ConnectException: connection to mail.prodriver-online.com timed out"
"ERROR","web-0","07/08/2011","14:41:26","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","14:43:57","mail spooler","Could not connect to SMTP host: mail.prodriver-online.com, port: 25;
  nested exception is:
	java.net.ConnectException: connection to mail.prodriver-online.com timed out"
"ERROR","web-0","07/08/2011","14:44:27","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","14:44:57","mail spooler","Could not connect to SMTP host: mail.prodriver-online.com, port: 25;
  nested exception is:
	java.net.ConnectException: connection to mail.prodriver-online.com timed out"
"ERROR","web-0","07/08/2011","15:33:56","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","15:38:26","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","15:39:56","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","15:41:57","mail spooler","Could not connect to SMTP host: mail.prodriver-online.com, port: 25;
  nested exception is:
	java.net.ConnectException: connection to mail.prodriver-online.com timed out"
"ERROR","web-0","07/08/2011","15:44:27","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","15:44:57","mail spooler","Could not connect to SMTP host: mail.prodriver-online.com, port: 25;
  nested exception is:
	java.net.ConnectException: connection to mail.prodriver-online.com timed out"
"ERROR","web-0","07/08/2011","15:45:27","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","16:34:26","mail spooler","Could not connect to SMTP host: mail.prodriver-online.com, port: 25;
  nested exception is:
	java.net.ConnectException: connection to mail.prodriver-online.com timed out"
"ERROR","web-0","07/08/2011","16:38:56","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","16:40:26","mail spooler","Could not connect to SMTP host: mail.prodriver-online.com, port: 25;
  nested exception is:
	java.net.ConnectException: connection to mail.prodriver-online.com timed out"
"ERROR","web-0","07/08/2011","16:42:27","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","16:44:57","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","16:45:27","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","16:45:57","mail spooler","Could not connect to SMTP host: mail.prodriver-online.com, port: 25;
  nested exception is:
	java.net.ConnectException: connection to mail.prodriver-online.com timed out"
"ERROR","web-0","07/08/2011","17:34:57","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","17:39:26","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","17:40:56","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","17:42:57","mail spooler","Could not connect to SMTP host: mail.prodriver-online.com, port: 25;
  nested exception is:
	java.net.ConnectException: connection to mail.prodriver-online.com timed out"
"ERROR","web-0","07/08/2011","17:45:27","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","17:45:57","mail spooler","Could not connect to SMTP host: mail.prodriver-online.com, port: 25;
  nested exception is:
	java.net.ConnectException: connection to mail.prodriver-online.com timed out"
"ERROR","web-0","07/08/2011","17:46:27","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","18:35:27","mail spooler","Could not connect to SMTP host: mail.prodriver-online.com, port: 25;
  nested exception is:
	java.net.ConnectException: connection to mail.prodriver-online.com timed out"
"ERROR","web-0","07/08/2011","18:39:56","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","18:41:27","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","18:43:27","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","18:45:57","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","18:46:27","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","18:46:57","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","19:35:57","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","19:40:26","mail spooler","Could not connect to SMTP host: mail.prodriver-online.com, port: 25;
  nested exception is:
	java.net.ConnectException: connection to mail.prodriver-online.com timed out"
"ERROR","web-0","07/08/2011","19:41:57","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","19:43:57","mail spooler","Could not connect to SMTP host: mail.prodriver-online.com, port: 25;
  nested exception is:
	java.net.ConnectException: connection to mail.prodriver-online.com timed out"
"ERROR","web-0","07/08/2011","19:46:27","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","19:46:57","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","19:47:27","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","20:36:27","mail spooler","Could not connect to SMTP host: mail.prodriver-online.com, port: 25;
  nested exception is:
	java.net.ConnectException: connection to mail.prodriver-online.com timed out"
"ERROR","web-0","07/08/2011","20:40:57","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","20:42:27","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","20:44:27","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","07/08/2011","20:46:57","mail spooler","Could not connect to SMTP host: mail.prodriver-online.com, port: 25;
  nested exception is:
	java.net.ConnectException: connection to mail.prodriver-online.com timed out"
"ERROR","web-0","07/08/2011","20:47:27","mail spooler","timeout occurred after 30 seconds while sending mail message"
